"Gene","Module"
"MED16",2
"ZNF585A",1
"PIK3R5",6
"ZAP70",1
"CNOT6L",1
"CUL3",1
"KCTD21",12
"MTHFD1",1
"OAZ2",1
"MAPK6",8
"CCDC127",1
"NR1H3",1
"IFITM3",6
"NDUFS8",2
"SUPT7L",1
"LOC101928419",9
"CACNA1A",1
"CYB5A",1
"SMAD4",2
"STKLD1",12
"PLAGL2",1
"CCDC25",1
"PIM3",1
"SHROOM4",7
"CCDC50",1
"POLH",1
"APCDD1",1
"VPS37C",6
"NBR2",1
"JAM3",1
"FAM201A",7
"VANGL1",1
"TAOK1",2
"HCK",10
"YEATS2",8
"IPW",1
"GYG1",7
"ZDHHC19",7
"FTO",1
"HELLS",1
"UGCG",7
"MIAT",1
"NFKB2",1
"PSMF1",5
"PHF11",1
"GRINA",1
"SMIM17",1
"HSD17B12",1
"ZNF667-AS1",1
"FRG1HP",1
"LRP10",5
"B3GALT6",2
"SERPINA1",10
"AKAP7",1
"ZNF823",1
"STAT1",13
"PFN2",1
"GTF3A",1
"ANKRD20A11P",1
"GLS2",1
"ETV3",1
"KLF12",1
"TCEA3",1
"PARD6G",4
"LMLN",1
"CCDC18-AS1",1
"SYNJ2BP",1
"GNB5",1
"POC5",1
"KBTBD11",4
"PTPN6",2
"GSN",7
"NEMP1",3
"CATIP-AS1",1
"MRPL19",1
"LILRB4",10
"SLC22A23",15
"WDR19",1
"ERV3-1",9
"EFHD2",6
"PXDC1",1
"PRKAG2-AS1",3
"ARFIP1",6
"SLC26A8",7
"NQO2",10
"GINS1",7
"PURA",6
"ATOSB",1
"EIF5",1
"CD8B",1
"VPS36",1
"GRK3",4
"PVR",10
"GNL3",1
"CD3E",1
"ISCA1",5
"THAP4",1
"VTI1A",2
"G6PD",6
"ETV6",1
"LRP8",1
"LINC00304",1
"MOCS2",12
"THRAP3",2
"ZBTB1",4
"CYBB",10
"ZNF862",1
"TMEM255A",13
"DENND1C",2
"DNAAF1",1
"RIC3",1
"HAPSTR1",11
"NT5DC1",1
"ATP1B3",1
"RGS2",4
"ENTPD1",10
"CASP6",1
"MAPK8IP3",2
"PER3",1
"MARK3",1
"EXTL2",1
"GBP3",12
"CPSF1",2
"SH3BGRL3",2
"LINC00877",4
"MTPAP",8
"UBE2Q2P13",1
"DOK2",4
"HOXC4",1
"DEF6",2
"SLC18A2",1
"DGCR8",2
"SERPINF1",1
"GLB1",2
"SRD5A1",4
"CLEC12B",1
"SLC16A1-AS1",1
"PTPN7",6
"TP53RK",1
"RASSF1",2
"LRRFIP2",1
"PTEN",1
"MITF",4
"ACD",11
"RBM33",1
"ALOX12",9
"DNAJB4",3
"C1QA",6
"NSF",2
"ILDR2",4
"ACSL4",1
"ESAM-AS1",1
"PARP11",1
"AFTPH-DT",1
"ZNF431",1
"LCOR",1
"JRKL",8
"YIPF5",8
"PRDX6-AS1",1
"IFITM10",1
"BRCC3",1
"ATP2C2",7
"ICAM3",2
"RASA2",11
"NDUFAF1",1
"GIMAP5",1
"VPS51",2
"TMEM50B",1
"TMEM40",9
"GUK1",5
"TEP1",1
"MB21D2",7
"SRSF10",1
"KANSL3",1
"NHSL1",1
"SEPTIN7P2",3
"DHFR",1
"PIK3C2B",1
"ALG6",1
"TET2",1
"FMO5",4
"DTX3",2
"FYTTD1",11
"RPP30",12
"BCL11B",1
"GFUS",5
"ABI2",3
"SMAD9",1
"GSTCD",1
"KEL",5
"PARP10",2
"POLR2J4",12
"ICAM2",2
"TXNL4B",1
"MAGED2",1
"TRIM73",1
"IFIT5",13
"TNFRSF10A-DT",1
"C5orf24",11
"MPV17L",2
"RBBP8",1
"RBM28",1
"MAP2K3",1
"GRK6",6
"ANKRD6",1
"TESK1",2
"GSAP",1
"FAM111B",1
"HHAT",1
"TCAIM",1
"ACVR1C",1
"SMIM3",1
"LINC01000",6
"PHTF2",3
"KCNK6",1
"SENP6",1
"PARTICL",1
"ATF7IP2",1
"MREG",4
"ERO1A",1
"CEP290",1
"IDI2-AS1",8
"SPIRE2",1
"RNF213",3
"GNG4",4
"NUDT6",1
"L3HYPDH",1
"CCR7",15
"DNTT",1
"ZNF232-AS1",2
"LOC102724965",1
"FAS",1
"FIS1",5
"QDPR",1
"CD38",3
"SYNE2",2
"C2orf68",1
"C5AR1",1
"RMDN1",1
"ZNF404",1
"KLF3-AS1",1
"CDC25B",1
"F8",3
"EPDR1",9
"PAX6",1
"SLC26A2",2
"GPATCH1",2
"C2orf74-DT",0
"ATP11A",1
"CSRP1",2
"SPINK2",1
"PSTPIP1",1
"TMC4",2
"SLC25A20",11
"C5orf58",1
"PTP4A3",2
"DCHS1",1
"CAND2",1
"EGOT",14
"HPS1-AS1",5
"GLB1L",4
"ANKH",15
"SCYL2",1
"TMEM260",1
"TMEM263",1
"POP1",1
"SPAG5",1
"MMAA",1
"RCL1",11
"C15orf39",1
"SPAG1",7
"RUVBL2",2
"SPATA13",3
"LPAR3",1
"UBE2Z",1
"ZNF235",1
"TRMT2B",3
"NADK",6
"MAP9",1
"SRSF6",0
"TBC1D1",1
"WDCP",1
"NCEH1",4
"FUBP1",1
"S100A10",1
"CCDC15",5
"FARS2",1
"FGD3",1
"WDR5B",1
"MST1L",1
"SH3KBP1",1
"MPRIP-AS1",1
"TNIP1",1
"FEM1C",1
"TSPAN6",1
"KLF6",1
"HBZ",5
"ZBED5-AS1",1
"PIK3IP1",1
"DOCK3",1
"KNOP1",1
"PDE4A",1
"SURF4",2
"PDLIM2",2
"ATP9A",9
"MIR29B2CHG",1
"FCSK",2
"DGKE",8
"CLASP1",8
"SLC66A1",2
"ZNF692",2
"FAM3C",1
"ZNF836",5
"RAD23A",5
"TLE4",11
"RAB39B",15
"KIAA0319L",2
"DPM2",5
"DCXR",2
"GBP2",1
"VAT1",6
"RILPL2",6
"KIR3DL1",0
"FGFBP3",1
"ATAD2",1
"ICA1L",1
"PITPNA",6
"ATP8B1",1
"DDX17",6
"LNCOC1",3
"GMFB",1
"PHF19",6
"PRKRA",11
"YPEL2",0
"GDF7",1
"THAP2",1
"TRIOBP",8
"ITGB3BP",1
"CRNKL1",8
"HPF1",1
"MPV17",4
"CEP250",2
"SIDT1",1
"ATP11B",11
"FAM174B",1
"TSPAN18",1
"ERRFI1",1
"JDP2",1
"BIVM",1
"LRRC4",1
"TPGS2",5
"FLVCR2",15
"TMSB15B",1
"DGKQ",2
"STK26",3
"GM2A",4
"NRP1",3
"PGBD2",1
"FNBP4",2
"KCNA3",6
"C21orf58",5
"CHST13",2
"TCFL5",1
"ORC2",1
"IFT27",1
"UBE2A",1
"CPA5",1
"MAP4K5",11
"TTC14",1
"RASSF6",1
"EPHB4",1
"ITPR1",1
"XYLT2",1
"MAPK14",1
"SMIM20",1
"GS1-279B7.1",3
"WASF1",1
"LOC729296",0
"SFRP2",5
"ITPA",1
"MCM5",2
"PRKAB2",6
"GYS1",6
"ISG20",3
"SLC35A5",8
"RAVER2",0
"SLC6A16",1
"MVB12B",2
"PDCD4",1
"SCFD1",11
"IMMP1L",1
"DPCD",5
"C2",1
"DXO",2
"HMGCS1",1
"PALS2",2
"LNP1",1
"GATC",2
"DACH1",7
"VPS50",6
"LINC01943",7
"TMEM91",3
"MRPS12",2
"PELO",1
"ZNF503",1
"UGT8",1
"MAP2K5",1
"GLA",3
"PERP",1
"NAGA",4
"TBC1D31",1
"ZNF25",3
"ADCY10P1",1
"NUB1",7
"CDC42EP2",1
"ELK4",1
"CES2",2
"ZNHIT6",1
"FBRSL1",14
"ASB13",3
"EDF1",2
"COG1",5
"EBI3",3
"CDIN1",1
"CMC1",1
"NDN",1
"SNX30",3
"MORN4",1
"STOM",1
"MTR",1
"RTF2",1
"ALG8",1
"KPNB1",8
"ENGASE",1
"RAB32",10
"B3GNT2",1
"LHFPL6",1
"WDR45",5
"PLK4",7
"PTCD3",1
"CYB5D1",3
"GPRIN3",11
"CDC16",1
"ZBTB6",1
"EEF1AKMT2",1
"EZH2",1
"CGAS",1
"CPAP",1
"SHOX2",7
"HAUS5",1
"BLK",2
"AKAP13",2
"CTNS",11
"RNASEH2C",2
"LMBR1",3
"RAB1A",2
"GALK1",2
"FUT8",1
"ZNF543",1
"RAB18",11
"PPIP5K1",1
"ENTPD6",2
"ITGB2",4
"ASB16-AS1",1
"CLUHP3",1
"MTMR10",8
"TRAC",1
"S100A11",6
"EHBP1",6
"SLC25A28",11
"ZNF678",1
"MBOAT7",2
"SLC16A5",2
"HECTD1",11
"CTSS",4
"IKBKE",2
"ADAM8",6
"FBXO3",3
"PANK2",1
"NAGK",1
"MPPE1",3
"METTL8",1
"ZNF462",1
"RASGEF1A",4
"ZNF33B",1
"LAMC1",1
"AZIN1",3
"ZMAT4",1
"SERGEF",1
"RIPOR2",1
"POLA1",1
"NCOA3",6
"NOC4L",2
"SLC7A7",4
"LRP12",3
"AQP1",5
"ZBTB11",8
"ZWINT",7
"LACTB2",1
"HOXA3",15
"FMNL3",1
"KIAA0930",2
"CDK14",1
"TMEM107",0
"SQSTM1",1
"WEE2-AS1",1
"SYNGR1",2
"EML4",14
"SLC7A8",2
"SCG5",3
"VPS13A",1
"DYNLL1",8
"ADAMTS17",1
"TLNRD1",1
"CEP95",3
"EIF3M",6
"ZNF586",1
"SLC5A3",10
"MAPK7",6
"ENPP5",1
"LINC00680",0
"RPA4",3
"TSPOAP1",1
"COSMOC",1
"TNFSF9",1
"FAM228B",3
"GLT8D1",1
"ADAMTS6",1
"HTRA4",1
"DNAH12",1
"NFYC",2
"NPAT",6
"CACNA2D4",1
"PPARGC1B",3
"COG4",2
"NAA38",2
"UBL7-DT",1
"TMEM147-AS1",1
"PTGER2",10
"PARP8",1
"HIBCH",1
"ZFX",1
"RASGRF2",1
"NIF3L1",1
"ITFG1",1
"DDX3X",11
"LNPEP",6
"MSRA",10
"TUBGCP5",1
"RAB3IP",1
"IL18RAP",10
"COTL1",15
"ZNF85",1
"ITGB7",1
"GDPD1",1
"PTPRM",1
"RAB10",12
"HERC4",2
"ING1",1
"HS3ST3B1",1
"LINC01128",1
"GPX1",5
"SEC14L5",9
"USP42",11
"NBPF1",1
"TRAPPC1",2
"SNHG10",1
"ANAPC16",1
"TROAP",5
"ROGDI",2
"ZNF254",5
"TMEM35B",1
"CTBS",1
"LINC01588",1
"RBM45",3
"CLTCL1",7
"OPN3",1
"TMEM272",1
"ING5",1
"FCHO2",5
"BRI3",6
"UBXN8",1
"RIPK3",2
"IQGAP1",1
"UBE2B",1
"MDFIC",1
"LRCH3",1
"MTIF2",1
"NAP1L4",11
"SDHAF3",1
"CIP2A",7
"ZNF551",11
"HAGH",5
"RABL3",1
"SYNJ2",3
"CEACAM3",7
"FRMD4B",3
"IKZF1",2
"TRIQK",1
"MGME1",1
"COMMD8",3
"NUP62",1
"SPIB",1
"SMURF2",1
"MYO9A",1
"EXOSC7",1
"SEPHS1",1
"SAP18",1
"ZNRD2-DT",1
"SPTAN1",2
"RPE",6
"MAP3K2-DT",0
"ESRG",5
"CEP70",0
"CHPT1",1
"ZNF550",1
"NHLRC2",1
"C17orf100",1
"GATB",1
"LINC00662",1
"OSBPL3",6
"WDR41",6
"TAF1A",1
"SLC27A1",4
"HMGB3P1",1
"ZNF189",8
"IDE",3
"ELOVL5",1
"INPP4A",1
"MROH1",2
"DPAGT1",1
"TCEAL8",1
"MYOT",1
"TECPR2",6
"TREML1",9
"TOMM5",1
"MARCHF6",12
"ZNF624",1
"TBL1XR1",5
"MLLT10",6
"SUGT1P3",1
"GTF2H3",1
"AP4E1",1
"ARHGAP45",2
"LGR6",1
"SLC18B1",1
"DDI2",2
"PGD",1
"LTBP2",5
"LOC105369228",1
"PPM1K-DT",13
"EME2",3
"PIK3R3",1
"MEF2D",1
"HCG26",5
"CENPF",7
"BAG1",5
"DYNC2LI1",1
"RAD52",1
"SCLY",1
"CD7",1
"SLC26A6",10
"SNX19",11
"SPTY2D1",1
"COLQ",1
"ITGB8-AS1",3
"GPR160",7
"AKTIP",1
"EML6",1
"LYST",2
"ADNP2",1
"CDK17",8
"PSMD6-AS2",1
"IL1A",1
"PTBP1",1
"MBOAT1",4
"BBIP1",2
"CYP3A5",2
"ARHGAP27",2
"DNAH7",1
"USP7-AS1",5
"IFT57",3
"GALNT7-DT",1
"ZNF570",1
"CDK13",1
"RANBP10",5
"PAQR7",4
"SETD7",3
"NKAP",5
"TMEM9",1
"KLHL42",1
"LINC00624",11
"HJURP",7
"NDUFAF3",2
"DNAJC4",2
"CCDC86",1
"CLIC5",1
"SOCS2",1
"ADGRE2",6
"PIN4",1
"SNX29P2",14
"TSPAN32",2
"GSTK1",2
"SLC35H1",2
"CLCC1",1
"KLHDC4",1
"CCNC",11
"C21orf91-OT1",4
"GPAM",1
"NME7",1
"ACTR1A",6
"IGFBP7",10
"RUFY2",14
"SCRN1",3
"PCTP",5
"ZDHHC16",8
"NEIL2",6
"LRRC37A4P",6
"CRB1",5
"CRK",3
"MOSMO",1
"RPS6KA4",4
"LHPP",2
"CTH",1
"SYMPK",6
"CYRIB",8
"TMEM68",8
"MT1G",1
"EXT1",12
"ACCS",1
"TLN1",2
"SLFN5",13
"ABHD13",8
"LPGAT1",1
"ABHD18",1
"YES1",1
"TAF4",1
"PDCD5",1
"ILRUN",5
"PARP15",1
"P2RY1",0
"RPL10",2
"FRY",1
"ROPN1L",7
"C11orf58",3
"SCLT1",1
"IL23R",1
"JKAMP",3
"TMEM63A",1
"MTMR12",8
"SOX8",15
"EIF1",12
"HSD17B8",1
"PROSER2",9
"SYK",4
"EPHA4",2
"KDM8",1
"SH2D2A",3
"SUSD3",11
"ORMDL1",1
"SFMBT1",1
"PSD4",2
"GNAI1",2
"LTN1",8
"IL15RA",1
"UBASH3B",3
"PALLD",1
"IL18R1",3
"STK3",10
"PTAFR",6
"DCAF16",8
"CD84",3
"DPH3",1
"CCAR1",1
"COX10",1
"MRC1",1
"TCF25",8
"RCN2",3
"IFITM2",6
"STK11IP",2
"HIPK3",11
"EML5",1
"ZKSCAN1",1
"LMAN2L",1
"ME1",10
"GEMIN4",2
"SPMIP4",1
"FZD3",1
"TARBP1",1
"WNK1",5
"SUMF1",3
"POLR2I",2
"TCERG1",2
"GTPBP1",1
"FOXH1",2
"SPRING1",1
"BISPR",1
"OAS3",13
"SLC12A7",3
"RRP12",6
"ZNG1B",1
"AMT",1
"PHKG2",2
"ZNF544",1
"INO80E",2
"LOC101927131",1
"CFAP418",1
"GPR34",1
"GCNA",15
"SLC35G1",1
"ZDHHC3",1
"TBC1D24",1
"ETV7",13
"NUDT3",3
"TMEM242",3
"PRNP",1
"ZFP82",1
"MICOS10P1",4
"TRIM13",2
"LOC389765",1
"S1PR2",1
"TRIM23",5
"FGFR1",3
"POLR1E",15
"HNRNPD",2
"TTC38",4
"VASP",6
"THADA",6
"ELAPOR2",10
"ZFYVE1",1
"IL13RA1",4
"ABL2",3
"CTRL",15
"COQ10A",1
"CEP83",15
"HERC2",1
"PFAS",1
"MTNAP1",1
"MBTPS2",1
"DHFR2",1
"TMEM140",3
"FGR",2
"HLX",7
"PRSS16",1
"SLC25A13",1
"HMGB3",7
"XPO7",2
"CREB3L4",1
"PRDX4",1
"ZFP36",1
"TOM1",6
"PICALM",1
"SMIM5",5
"P2RX4",1
"CUL1",8
"MND1",7
"NAP1L5",1
"VRK3",2
"KIR2DL4",0
"MCEE",1
"EFCAB7",1
"CBR4",1
"MED11",1
"SLC16A14",3
"PRXL2B",2
"UNC5CL",1
"CLEC11A",6
"GOSR1",14
"ABHD12",2
"UQCC2",11
"CLCN5",4
"PABPC1L",1
"ZNF644",11
"TMEM254",1
"SUSD1",4
"SFSWAP",2
"CDK5RAP3",3
"RAB33A",1
"COX19",2
"TRAV5",1
"NPHP3",1
"HSD17B1",2
"DYNC1H1",11
"USP25",14
"NSD1",1
"TRIM61",1
"GAS7",10
"GTF2A1",11
"ZNF414",2
"CDC42EP3",1
"RBMS3",1
"DTD1",4
"ERV3-2",1
"KLF11",12
"PABIR1",1
"SPATS2",1
"CPEB3",3
"CBFA2T2",1
"ALG1",6
"CROCCP2",1
"FKBP15",6
"RBM4B",1
"FN1",1
"DIDO1",11
"FBXO30",1
"GPHN",1
"MCL1",1
"GIMAP8",1
"SNRNP25",2
"PNKP",2
"HMGA1",1
"EIF2AK1",5
"LEAP2",1
"FBXO45",1
"STIL",7
"ZNF507",6
"METTL25",1
"TLR4",10
"KCNAB1",3
"CSTB",3
"YDJC",2
"ODAD1",2
"ENDOG",2
"FAN1",1
"FAM43A",1
"DNASE1L1",2
"SETD9",1
"WNT9A",3
"BBS5",6
"TPCN2",12
"PPP1R21",1
"GALM",2
"ZSCAN9",1
"SCAMP1-AS1",1
"GTF2H1",12
"H4C8",9
"PTGS1",9
"USP46",1
"CAT",5
"ZNF785",1
"GSTO1",1
"PRRT3",1
"ZNF17",1
"TGFA",0
"STK17B",8
"NUTM2A-AS1",1
"CTSA",2
"FAM110C",1
"GSTP1",4
"PHLDB1",1
"LTAP1",1
"TTC9C",1
"ARL4C",6
"ARHGAP18",9
"DOCK8",6
"RPP25L",1
"SLC45A4",1
"ETF1",1
"DCAF17",1
"NCK1-DT",1
"SMYD2",1
"TSHR",7
"ACTR2",2
"ST3GAL6",6
"BOLA3",1
"SMARCAL1",1
"DNAJA4",5
"TREX1",2
"XKR6",1
"FAM120B",1
"STING1",1
"LOC729732",1
"TRBV25-1",1
"RSAD1",1
"TRIM14",1
"LIX1",1
"CBR3",0
"RBL1",1
"TCEA1",2
"LOC105374584",12
"BMAL2",3
"AGTPBP1",1
"NEK6",6
"PPIEL",1
"FCER2",2
"TRA2B",8
"DSCC1",7
"PAIP2B",1
"CHROMR",2
"PSPC1",14
"TMEM181",3
"FRYL",11
"TANK",1
"PAGR1",1
"AMN1",1
"PLEKHA8",1
"PIGM",1
"CCT6B",8
"DNAAF5",1
"AP5M1",1
"PGGHG",1
"APBB1IP",1
"SPATS2L",13
"FAM98A",2
"RHOH",2
"CORO2B",1
"MED23",12
"ZSCAN30",1
"RBCK1",2
"TXNDC9",8
"DMRTC2",8
"LGALS3BP",2
"SCRN2",2
"GORASP1",4
"LAMP2",1
"ZCCHC10",1
"FAM167A",0
"MIATNB",3
"SELENOI",11
"PROM2",1
"GSDMB",1
"NKX3-1",1
"VANGL2",1
"ZNF850",1
"SEPTIN2",0
"SERPINE1",1
"DROSHA",1
"PRDM1",0
"FHL1",1
"ZNF426",1
"ZNF826P",1
"CCDC125",10
"CA4",7
"FHL2",5
"ZNF746",1
"RDX",1
"SGMS1",3
"TMEM165",5
"ADCY7",12
"CRIP1",2
"CHIC1",6
"TCF7L2",1
"RAB12",1
"MBTD1",6
"SCAF11",14
"MPRIP",1
"LAP3",13
"PREPL",0
"EHF",3
"PPM1H",10
"ZNF280B",1
"ECHS1",2
"CYP2U1",1
"PARP9",13
"CARF",1
"PARD6B",1
"TSHZ3",4
"MLC1",4
"ATP13A4",1
"SPINT1",4
"CTSE",5
"CTLA4",2
"RPAP3",1
"TLE1",1
"ROCK2",1
"ZNF880",1
"SGPP1",1
"FBXO32",2
"ORAI2",2
"PYCARD-AS1",2
"MBD5",1
"SEMA4D",2
"SERPINB6",4
"IL15",13
"SLC38A9",1
"SLC38A6",1
"PARG",1
"MTIF3",1
"IGHE",2
"SMAD1",4
"SIDT2",1
"ZBTB21",1
"OGA",11
"GOLGA2P5",1
"ZBTB40",1
"ITPR2",1
"NREP",1
"BICDL1",4
"ZNF710-AS1",1
"LOC105375547",1
"ZNF521",7
"VPS72",1
"MAN2B1",2
"PARVB",9
"RMDN2",1
"NSUN5P1",1
"CFAP44",1
"RAB4A",1
"HEATR3",1
"MED14",14
"BACE1",4
"RPL31",1
"ARMH3",8
"NEK3",3
"PLCXD2",7
"ADAM17",6
"VPS13D",1
"TRUB1",1
"ZNF561",1
"RBM3",1
"PEPD",3
"ATG2A",1
"COQ5",1
"FERMT3",6
"IFI35",13
"ZDHHC12-DT",1
"ERMARD",1
"RLIG1",1
"RADX",1
"LINC00954",1
"CREG1",1
"ZNF106",4
"SNAP23",6
"PGS1",6
"DHRS3",7
"UROS",6
"ALDH6A1",1
"SRSF4",14
"SNHG3",1
"HSPD1",2
"YLPM1",1
"NKTR",6
"LINC01537",1
"F2RL2",2
"AAK1",14
"OBSCN-AS1",1
"SLC38A10",2
"DNAJA3",1
"PDLIM1",1
"PRKCSH",2
"EFHC2",1
"MSI2",14
"ZYX",10
"CDK9",11
"ABLIM3",9
"UBE2O",5
"ITM2A",10
"TMEM106A",3
"MASTL",1
"BUB1",7
"TNS3",2
"PPP1R9A",1
"E2F1",1
"HCN3",1
"PLCB2",2
"SNHG28",1
"CEP170",3
"FBXO21",6
"H2BC5",5
"MRPL54",2
"CYREN",1
"TCEAL4",4
"CD40LG",1
"MRPS14",8
"BCL2L2",4
"TNIK",10
"TCTN1",1
"CYSLTR1",1
"KLHDC7B",1
"ZMYM1",1
"TMOD3",6
"SSR1",1
"STK38L",8
"RPS16P5",14
"FAAH2",4
"SMARCAD1",1
"PMS1",1
"TBCE",1
"EIF4G2",11
"REV3L",2
"ARF3",6
"MFHAS1",1
"LPAR6",3
"MAP1S",6
"RCOR3",5
"MRPS23",1
"IRS1",1
"SKA1",7
"TBXA2R",1
"CPNE5",1
"CD68",6
"PLIN3",6
"ZNF557",3
"ADGRL1",1
"UBA5",1
"EPS8",1
"MMP24",6
"CENPX",2
"TMEM30A",1
"GPCPD1",1
"SMDT1",2
"RBM7",1
"VASH1-AS1",1
"GALNT6",5
"TBL1X",2
"NATD1",5
"MCM3AP-AS1",1
"BMP2",7
"WASL",11
"KLHL24",11
"LZTS3",1
"TPH1",1
"NUP210",1
"LARS1",1
"CHML",1
"MSS51",1
"GPR107",6
"SDR42E1",1
"ITK",1
"ACP6",0
"SNX8",1
"RAB34",15
"LIMS1",1
"PRTFDC1",9
"PREB",11
"DHRS13",1
"CD226",1
"SLC39A4",2
"MAD1L1",11
"FOXO3",5
"CRYL1",1
"ABCA5",6
"PTPRJ",1
"RSRC1",5
"JMJD1C",1
"CNOT7",1
"PRDM15",1
"CNPPD1",5
"TTC3",6
"LRRC8C",2
"TRAPPC10",2
"PAOX",2
"PLEKHA2",11
"NADSYN1",1
"ARHGEF9",1
"CCNF",7
"WDR33",1
"CRYZL1",1
"RPL15",1
"NIPAL3",1
"ZFR",11
"SLC31A1",10
"H6PD",1
"HYLS1",1
"SLC49A4",1
"PPM1K",6
"WNT16",1
"LZTFL1",1
"ABI3",3
"TFG",11
"AFG3L1P",1
"FBXL4",1
"PAM",4
"AARS2",2
"N4BP2L1",3
"PDXDC1",2
"CLSPN",7
"LNPK",6
"STK4",14
"NFIC",2
"MEN1",2
"COL5A2",0
"SRSF11",12
"ORC1",7
"RUNDC3B",6
"PIKFYVE",14
"LINC02987",1
"PLCG1-AS1",1
"URI1",1
"NBPF3",1
"SIPA1L3",1
"IFITM1",2
"DUSP3",1
"ZNF506",1
"KCNQ1",2
"ERVK3-1",1
"YIPF6",5
"PGP",2
"LSMEM1",1
"UBE2D3",11
"TMTC3",1
"SENP5",3
"ZNF664",0
"HEG1",1
"BLTP2",6
"ZNF329",1
"MCM9",1
"TMED3",2
"C17orf99",5
"SLC36A4",6
"ZNF227",1
"SLC39A10",1
"CDK6",1
"ARHGEF6",1
"DENND4A",3
"COPS7B",1
"TH2LCRR",1
"RGS5",1
"MRPS30",1
"PCK2",11
"KIF23",7
"HAUS4",1
"ACP1",5
"NAA60",2
"CMTM1",1
"RBAK",6
"SARM1",1
"VENTX",4
"ARHGDIA",6
"SLC7A6OS",1
"CCDC82",1
"GALT",2
"NSUN3",5
"ZC3H12B",1
"PRORSD1P",1
"SRSF5",2
"GNA12",1
"DDA1",1
"SH3RF1",10
"TREML3P",5
"GLRX5",5
"MMD",6
"HERC2P3",1
"FYN",15
"CCP110",1
"MAP4K4",3
"ZFP90",1
"NAALADL1",2
"REX1BD",2
"NUP98",3
"UBE2V2",8
"TPM3",1
"UTP14C",1
"IDUA",2
"TWIST1",1
"RAB24",2
"PRPSAP2",1
"RPP40",1
"BTNL8",1
"EEA1",1
"ORMDL3",6
"CLINT1",8
"LOC105374937",1
"MITD1",1
"C8orf82",2
"ST6GALNAC3",1
"XPNPEP3",12
"NCOA7",8
"PAPLN",1
"BCL10",1
"XIRP1",3
"FST",4
"SEC22A",1
"BCKDK",6
"SUMO2",12
"LIAT1",0
"TBC1D9B",2
"C15orf40",1
"STRAP",11
"BLOC1S6",2
"LOC441666",1
"UBN2",2
"LOC102724593",1
"HCG27",1
"STAM2",6
"ATAD2B",11
"PRKACA",4
"GFI1",1
"KCND3",9
"SLC36A1",1
"MARCHF7",2
"FUBP3",14
"ATP6V0A2",1
"FRAT1",4
"NCLN",1
"MORN1",1
"PPP2R5C",14
"CD101",2
"RPS27A",1
"AGPAT5",1
"MRTFA-AS1",14
"PAPOLG",8
"ACAD10",1
"BBS12",1
"CCDC126",1
"SLC25A34",1
"U2SURP",2
"PSTK",3
"CACNB2",2
"SP100",1
"DUS3L",2
"DZIP3",1
"HEBP2",2
"SLC67A1",2
"EIF2B3",1
"KIR3DS1",1
"RNF214",1
"SH3BGR",1
"TRAM2",3
"ATP5MF",2
"ENTPD1-AS1",1
"SLC35A1",1
"FXR1",8
"TSC22D1",3
"EEF1AKMT3",1
"GART",15
"POFUT4",5
"ITIH4",1
"SEC61B",8
"LBH",1
"GTPBP4",2
"RNF187",2
"LINC01806",5
"SRI",1
"ST20-AS1",1
"PSEN1",3
"OGFRL1",1
"PSMB8-AS1",1
"USP51",1
"PIGR",1
"FBXO7",5
"LOC154761",4
"YIF1B",2
"SLAIN2",11
"ASCC2",5
"ERGIC2",1
"FSTL1",9
"TFDP2",5
"STS",4
"PFKFB2",1
"ATG16L2",3
"MSANTD4",1
"MRC2",5
"LINC01093",1
"SLC17A5",1
"MRPS28",1
"CD37",3
"RORA-AS1",1
"ATPSCKMT",1
"CTBP2",10
"PPIE",1
"DCAF8",4
"UBE2I",1
"FAM177A1",3
"SLC25A53",1
"NFE2L2",1
"MAPRE1",1
"P4HTM",2
"PGPEP1",1
"NETO2",10
"ZSWIM4",1
"IER5",1
"HIPK2",2
"IRF1",13
"HNRNPA1",3
"NUDT2",1
"IFI6",13
"ARK2N",11
"PCYT1A",1
"STX3",1
"HECW2-AS1",1
"ATOSA",10
"FUS",11
"CD300C",2
"IRS2",1
"TMEM129",2
"OGG1",2
"ZNF397",2
"MORC4",1
"ARHGAP26",4
"PHPT1",2
"FAM239A",1
"RNF146",1
"WIPI1",10
"GATA1",5
"ATP5MC2",2
"COX17",5
"ECPAS",11
"WIPF1",12
"SPATA6",4
"SNX27",1
"MRPS31",1
"SLC9B1",1
"GAS2",1
"PITPNA-AS1",1
"ZNF256",1
"IRF3",1
"CLOCK",6
"ST7L",0
"LYN",1
"SPPL2A",11
"RORA",6
"IL4I1",13
"KRR1",2
"AGPAT4",3
"SET",11
"ALMS1-IT1",8
"CBX7",1
"DNAH1",2
"ELP3",1
"MMP24OS",6
"ZNF483",2
"EPM2AIP1",1
"NOTCH2",1
"H3-3B",12
"ACER3",10
"SHPRH",1
"SH3RF3",4
"C12orf76",1
"GPR3",8
"SSH1",11
"GDE1",5
"RASGRP2",1
"GRIP1",1
"TNRC6B",2
"ZMYM6",6
"CTBP1-AS",6
"HOMER3",6
"FAM98C",1
"MACO1",5
"ZNF24",2
"ERCC6L2",12
"TNFSF8",1
"METTL14",1
"CEP104",1
"POLE4",2
"UBA7",2
"MMRN1",9
"DIS3L",1
"ARHGAP12",5
"CTDSP2",5
"SOS2",1
"SEMA3C",12
"GPRASP3",1
"PPIL3",1
"CSTF2",8
"DLGAP1-AS1",3
"RAP1A",1
