gene,logFC_unadj,logFC_adj,se_unadj,se_adj,p_unadj,p_adj,CCI,CCI_signed,FDR_unadj,FDR_adj
IPCEF1,-0.17162058248000994,0.13868479439122755,0.18345703576896066,0.16100582690579163,0.3592593864923386,0.399777422483507,1.0,1.808089521589762,0.704231034154775,0.6291994993469467
IPMK,-0.06919458045309024,-0.16418105914042505,0.17802418225911865,0.1570165668931952,0.7010871055595009,0.3088535352980419,,,0.8948295522057078,0.54671151649512
IPO11,0.05808165822280522,0.1027083397595296,0.10614024493028364,0.12278477583638463,0.5895010984815552,0.41327615903936143,,,0.8493443107294772,0.6390442430975657
IPO13,0.13658153377446125,0.1336372947780517,0.0806963119612452,0.08216543638709532,0.10404821086028457,0.1203269515710481,0.0215566403088679,-0.0215566403088679,0.43738846554475236,0.33497010158640195
IPO4,0.11777860674013069,0.2419622690842991,0.12615252370252059,0.11451511301888322,0.3601982133511298,0.048066234402755224,1.0,1.0543821648202205,0.7047939140370053,0.2172724808244885
IPO5,-0.06670201388273067,0.05082790752037468,0.0965237777129707,0.10594883351910854,0.49645502562192134,0.6368883274163482,,,0.797484861529857,0.8019058490314077
IPO7,0.1288410528406284,0.25919863661844234,0.1159830609861029,0.14991422227041348,0.27810671678726934,0.10002797622738635,1.0,1.011770556850862,0.638775605830623,0.30571210125761306
IPO8,0.14943938571612064,0.23663550638011624,0.09297103873763576,0.12154249714473958,0.1216147114698628,0.06647878810554415,0.5834882166180464,0.5834882166180464,0.46400378079292703,0.2530409005546363
IPO9,0.008477825541517698,0.06280393685863649,0.08561886448626858,0.10232700304223329,0.9219817817788946,0.546654532824866,,,0.9757483643373015,0.7419078856574375
IPP,0.11981187837764327,0.30306831596361716,0.15800145744224187,0.1113698508675055,0.4559742795637609,0.013552016339899216,1.0,1.5295348012853562,0.7722950528109312,0.13022021548828597
IPPK,0.1319180980430396,0.12515291601165296,0.08152391926993037,0.09393835790143316,0.11926320090941245,0.19852585979897067,0.05128319867967959,-0.05128319867967959,0.46123352934349054,0.4327014470332398
IQCB1,0.043445548108247106,0.09991125898990691,0.10302872393659329,0.09625703294252023,0.6771709788237037,0.31231710298170084,,,0.883968028769896,0.549512557715762
IQCE,0.07331585281892046,0.1279054110192165,0.13898240607724827,0.10157812937900752,0.6028854631442877,0.22321493872709472,,,0.8531631661006581,0.4617995450362369
IQCG,0.0029287511428910877,0.045756703226141344,0.10048750101153993,0.11911441433222424,0.9770000324234855,0.7051394480297672,,,0.9937815471082009,0.8452531996306105
IQCH-AS1,-0.15044670731123264,-0.054750209082228427,0.09485846770987515,0.11403987075614098,0.1263906623289377,0.6366391529992061,0.6360823705568684,0.6360823705568684,0.4693920718404707,0.8017457047494313
IQCK,-0.24819822237921607,-0.08904681767764139,0.09222830396982916,0.11056910574752259,0.013038664462475669,0.43058168397605123,0.6412270127318281,0.6412270127318281,0.21675364890771617,0.6535722137000683
IQGAP1,0.22795811895855314,0.11715587506527088,0.13587415326141775,0.14801755145908055,0.10694182440632426,0.4384223919428718,0.4860640384272871,-0.4860640384272871,0.4406461317969994,0.6596454754905081
IQGAP2,0.3326385589175247,0.3476580939899317,0.1643688111002234,0.14111164481955066,0.05476670943850468,0.023464672213776194,0.04515271807719375,0.04515271807719375,0.35468391404846894,0.164077447888031
IQSEC1,0.11517070398986769,0.11358055035084706,0.11582059595870414,0.09032141777773597,0.330380776558838,0.2238046432870818,0.013806928185144385,-0.013806928185144385,0.6810872976888774,0.46234669747111273
IQSEC2,-0.10437011875629384,-0.21602043024639228,0.28578048069875533,0.13906510144191675,0.7182910765622047,0.1368321123781899,1.0,-1.06975361167121,0.903155310608178,0.35981310397479704
IRAK1,0.1741882619412161,0.16942534164266645,0.14463348704886975,0.11546653885021853,0.24070491872484112,0.15865006241946078,0.027343520427093947,-0.027343520427093947,0.6002820718040989,0.386123879004594
IRAK1BP1,0.02359817868967018,0.4838722194416139,0.21124267555733395,0.14041532007672272,0.9120215740621971,0.002707304322170635,,,0.9729365030877763,0.08139169375867435
IRAK2,0.0012092029866923538,-0.09483382655659103,0.13970000664120416,0.12300770939767107,0.9931684684415639,0.45021329760793716,,,0.9978932082855846,0.6701453739164686
IRAK3,0.18658798598104068,0.018923859357024845,0.3465740171530392,0.28482108770333936,0.595488303125606,0.947720714447575,0.8985794328743775,-0.8985794328743775,0.8509439764844539,0.9768516263948382
IRAK4,0.14963709954457677,0.28177480813937184,0.09427386138898165,0.08425384724143048,0.12610760384730596,0.00340698006503694,0.8830544630773958,0.8830544630773958,0.46927229033073276,0.08540474465072452
IREB2,0.06522941687788444,0.07014698401241304,0.08920660923719058,0.09879206636669595,0.47203094227011344,0.4862992958041469,,,0.78146684334265,0.6982418616434201
IRF1,0.3543619138227241,0.19710581275511038,0.19851782205347618,0.2529987037293067,0.08745143584219638,0.4455293515232084,0.4437725808939047,-0.4437725808939047,0.41261634032507943,0.6662122650427785
IRF2,0.2365756286486946,0.3111498728348862,0.08637620574915157,0.11466271978824953,0.011696766477634955,0.013778466187549056,0.31522369659188937,0.31522369659188937,0.21055042772494809,0.13147667477304495
IRF2BP1,-0.14185597146225282,-0.052895225908756685,0.10591988670631697,0.11150445717021458,0.19356651270581773,0.640637020035265,0.6271202025299877,0.6271202025299877,0.5558584443542178,0.8046219786321
IRF2BP2,-0.2721200930537301,-0.22934486129570872,0.12274291636458182,0.1605505667995149,0.03678683748054575,0.1693844675058112,0.1571924780636298,0.1571924780636298,0.30508705279607184,0.3988104648690468
IRF2BPL,0.4122349884693139,0.3914782544584413,0.13770185478628227,0.18408952962692043,0.0064858555892764805,0.04678092296744781,0.05035170374049334,-0.05035170374049334,0.17579548819522425,0.21465635077073097
IRF3,-0.018335736601660938,-0.03346725015787978,0.10931099783588734,0.11128534333630377,0.8682546617145794,0.7668836522178608,,,0.9596575740551708,0.8800872382105452
IRF4,0.25102723357173246,0.08008977698013607,0.341927818427901,0.34919034937209037,0.47027444821885633,0.821041184647062,0.6809518400032482,-0.6809518400032482,0.7811294367313851,0.9099692299592348
IRF5,-0.02528547826808833,-0.23440018248638886,0.28193463631003896,0.2042745167527413,0.9293134844065157,0.26542887799680853,,,0.9774190706300294,0.5043455624845401
IRF7,0.7397745806094908,0.6345861792707793,0.2585677716258854,0.3107639347193631,0.008834725388707713,0.0552803245299576,0.14218980226658784,-0.14218980226658784,0.195691010230114,0.23264896539263344
IRF8,0.3770772190628258,0.28054897978795745,0.14970401177375156,0.16430334629406426,0.01918005566321856,0.10401702226402518,0.255990641690782,-0.255990641690782,0.2448263185041987,0.3118138557948942
IRF9,0.40190700210802155,0.25860037008229714,0.20663908260921138,0.20291705704317142,0.06410429069312149,0.21788364460022916,0.3565666466970574,-0.3565666466970574,0.37170308829337534,0.4553653685731559
IRGQ,-0.04025064732151014,-0.16604591396245685,0.1396491484149394,0.12504170257095665,0.7757544805903518,0.19993642731968217,,,0.9284385414303666,0.43441201725872247
IRS1,0.0815100642413549,0.31238495446698533,0.14332386652413698,0.16127490599061817,0.5750630351238344,0.06776220381815384,,,0.8446102080684714,0.2557376311196188
IRS2,-0.08212220787700925,-0.29140317636522683,0.40423706810683063,0.44468064529943657,0.8408015519523546,0.5201250557901922,,,0.9508204060920252,0.7237264590200144
ISCA1,0.12394724127969659,-0.33236153305294286,0.19797598153231186,0.18596211914905392,0.537431886936417,0.08986061219884282,1.0,-3.6814758410229014,0.821965130791699,0.2901541997921368
ISCA2,0.03457282719008697,0.19335301061704516,0.09592020611515541,0.08170604983457826,0.7218122487548181,0.02873773427433525,,,0.9052783140809163,0.17553503931975362
ISCU,-0.024362150401556898,-0.06734839180331283,0.0743560105980215,0.07500233352156137,0.7461460768330661,0.38045019211780684,,,0.9144271512469101,0.6131454620620073
ISG15,0.7882418862495996,0.6964774043643935,0.3025994007591781,0.3811231360228753,0.01583508992982461,0.08338447791531022,0.11641665266205922,-0.11641665266205922,0.23128028569727163,0.2802579806179373
ISG20,0.718522613995482,0.9357620099543275,0.2355703345117117,0.23632877650950382,0.00567908686554237,0.0008403102386385225,0.30234176590607825,0.30234176590607825,0.17121925882466618,0.05944019893587876
ISG20L2,0.1339203738317836,0.12470528513577754,0.07950523885338927,0.09597768184240917,0.10562419180566465,0.20938151183114243,0.06881020738174656,-0.06881020738174656,0.4395219565315742,0.44535921893533453
ISOC1,0.05789553921353819,0.039579719682970735,0.10936649047022058,0.11224593672817143,0.6016202211132815,0.7282577256688567,,,0.8528305625508558,0.8597169109939041
ISOC2,0.38731824950112836,0.3910333297656284,0.13843031609554993,0.17223242975103717,0.010218532688474415,0.03500969669883852,0.00959180278565519,0.00959180278565519,0.2045875648243013,0.1895397294506723
IST1,0.18469500303663586,0.24075657110233875,0.09654177617478704,0.1284199964166199,0.06826330398821574,0.07628354938138387,0.30353592216343067,0.30353592216343067,0.37973810026453486,0.26919389439417213
ISY1,0.08226247654032322,0.1318598918878167,0.07402234587161464,0.0693212927855301,0.27791346038231934,0.07242085047343932,,,0.6387393686782857,0.2637956920244602
ISYNA1,-0.17509950828694254,0.05309220233450345,0.16680198989362047,0.17668145065336485,0.30474118663602323,0.7670615716551579,1.0,1.3032116015283102,0.6613542840235307,0.8800872382105452
ITCH,0.18856279731031575,0.12463012124122416,0.1187073835873394,0.13148668124253624,0.12583404644508342,0.3551047162767679,0.339052437601879,-0.339052437601879,0.4688459581974551,0.5907177291139096
ITCH-AS1,-0.004178286253890345,-0.2479865755328234,0.17667160296071077,0.2172161706094519,0.9813357668719203,0.2677810067485032,,,0.9953971107282037,0.5066179236771841
ITFG1,0.16293231839213873,0.17452011790036742,0.08999063659689749,0.08724802708023816,0.08329533190221405,0.05996990057310606,0.07112032543684585,0.07112032543684585,0.4067872879525533,0.23946061453021847
ITFG2,-0.0252698745514812,0.1546272971982069,0.10987323759931929,0.11031389818980968,0.8201318305589891,0.1771289847299846,,,0.9432074959625599,0.4076261387037198
ITFG3,-0.012804971480799926,-0.010060911115735309,0.11039841255362913,0.09540787154862902,0.9086682579579748,0.9171228236398122,,,0.9722787342985412,0.9625213187022221
ITGA1,0.3135856660687839,0.7668607094440829,0.24227707059206138,0.2453366334400491,0.2083979580167289,0.005566062522396734,1.0,1.4454584262658061,0.5728546963885197,0.09703699185265924
ITGA10,0.09376452987707545,0.13607505938952386,0.0979117461330568,0.13191512825979737,0.34820153673575105,0.31524283477158144,,,0.6971868937944494,0.5523305059688466
ITGA2B,0.7272579423620129,1.3385313888556567,0.4272076726102848,0.5247740901629878,0.10216889166130406,0.0195308047550355,0.8405180760327337,0.8405180760327337,0.43619669237975256,0.15285556475143602
ITGA3,-0.14173804990362254,0.0769922058120519,0.12651442357429035,0.12065934137946976,0.2741353093786657,0.5310275971086038,1.0,1.5432006850976445,0.6344453570485128,0.7306419329985722
ITGA4,0.08220249599832546,0.10515431514955673,0.12723904960906576,0.12330750173701487,0.5246427258162517,0.4044030531469841,,,0.814988020663511,0.6321358774431625
ITGA5,-0.05563048472194415,-0.0395822972991665,0.21930420677936063,0.2131884867140332,0.802005816590148,0.8546728471964652,,,0.9370992408068886,0.9284978940304417
ITGA6,-0.49073857843105706,0.5808776183876588,0.3561873098879212,0.19848941530199038,0.18153813227449936,0.008659107674931561,1.0,2.1836803624544574,0.5421143200241427,0.11192130814845169
ITGAE,0.11417207152131456,0.16813077696067288,0.12930686818028578,0.12662207370307746,0.38639676750512275,0.19997163304926052,0.47260862240977103,0.47260862240977103,0.72798989663965,0.43441201725872247
ITGAL,0.148712289693038,-0.13094735020745144,0.1547586394167799,0.12097222154228998,0.3465812659186196,0.29259611972324184,1.0,-1.880541550921879,0.6956743295868055,0.5319022247638029
ITGAM,0.23510311905594605,0.2375548699468803,0.310923990915233,0.24460327151568606,0.45723862355276157,0.3436587418244619,0.010428406482990205,0.010428406482990205,0.7733065864630485,0.580045475254565
ITGAV,0.11103593048534077,-0.008827571148333425,0.16272910540322374,0.18950028827447266,0.5018412896458193,0.9633313995290971,1.0,-1.0795019333809146,0.8008592753872729,0.9840182201859832
ITGAX,-0.06723771162344169,-0.3376438247566579,0.29164849875799803,0.2709533004402241,0.8197076583085243,0.22786225367490298,,,0.9432074959625599,0.46676785484753
ITGB1,0.15548698068211683,0.11380926572370424,0.1772128553483442,0.19066061267458892,0.38934135502612377,0.557607120266737,0.2680463327255676,-0.2680463327255676,0.7307098960334663,0.7483935609460936
ITGB1BP1,0.008855488103627534,0.1545297358019229,0.18802486902094936,0.17878442222262778,0.96284214326093,0.3981847326186708,,,0.9895460081166526,0.6284233773889336
ITGB2,-0.0585286089559877,-0.06694939445534151,0.2083036500007728,0.13861684158566973,0.7812399311495607,0.6346271364400262,,,0.9298622686491285,0.8008842973728524
ITGB2-AS1,0.10156828370632119,0.17147395166244314,0.17331844975236624,0.22429204744047343,0.5635684921256764,0.45395327521137563,0.688262766733857,0.688262766733857,0.8381160571322566,0.673430634906021
ITGB3,0.368372131638544,0.7225482508069861,0.20657349295061136,0.25398051593170523,0.08774941439241891,0.010357257283276494,0.9614628489756893,0.9614628489756893,0.41313254018207257,0.11778526720176505
ITGB3BP,-0.19653361138004147,0.11644357153196727,0.18531858025220094,0.15238736812214543,0.29991942170110375,0.45417618147198513,1.0,1.5924868052559096,0.6576755067078952,0.6735251681352393
ITGB5,0.21211319630903333,0.41145025357680504,0.17690229986096537,0.21221489333971838,0.2427197427968242,0.06752021260237141,0.9397673541129061,0.9397673541129061,0.6027868919448808,0.2554109912685388
ITGB7,0.29148810271898257,0.18935777875649074,0.2079824229331507,0.16506930449297047,0.1744141140064065,0.2655640093833283,0.3503756174259829,-0.3503756174259829,0.5333568875452894,0.5044564889225217
ITIH4,-0.1382251531162174,-0.051514020549409935,0.12921142588633167,0.13322820388187664,0.29582629919001746,0.7033042604298665,0.6273180431487907,0.6273180431487907,0.6538820754754968,0.844286256013753
ITK,-0.25211062468772766,0.25702502157773555,0.28025790322986127,0.2066018489790634,0.3776732141441633,0.2286074081228326,1.0,2.0194930177817576,0.7195991302978731,0.4674929028896444
ITM2A,-0.25020081021051865,0.24788277049258156,0.2566005189216712,0.24894744453416232,0.3396751720403124,0.3318974976923563,1.0,1.9907352829273945,0.6896400923296138,0.5678662143339104
ITM2B,-0.17399874887945296,-0.08784286799063257,0.09023581974956325,0.11018172799021338,0.06625610436132869,0.43515394691253095,0.4951523010576906,0.4951523010576906,0.3759407595758278,0.6572905391494558
ITM2C,0.33820722421311267,0.27509850212968373,0.4018263730715017,0.43820435865047014,0.40863635102292895,0.5376172087129276,0.18659779438555868,-0.18659779438555868,0.7439785088914682,0.7343841014788978
ITPA,0.13570482462356462,0.2585598543645741,0.10433979640430081,0.09331350588339407,0.20627513157443714,0.012170945969941543,0.9053106997617844,0.9053106997617844,0.5708248874384777,0.12530322798713706
ITPK1,0.1740755945481801,0.084169213783741,0.18368433385890987,0.10543122094148778,0.3531394963480873,0.4345430715347647,0.5164789527089916,-0.5164789527089916,0.7008134132665621,0.6566350931514521
ITPK1-AS1,0.08281369367682166,-0.024377291927160958,0.0982939295203536,0.1273564226019686,0.4081781686712651,0.8502350589060497,,,0.7435562676252467,0.9261136766092163
ITPKB,-0.22076401632604803,-0.03352924478998326,0.16727542152684216,0.14665097399603494,0.19990026211812995,0.8215969989506064,0.8481217847547053,0.8481217847547053,0.562465114183283,0.9102215369594787
ITPKB-AS1,-0.14326364133315278,-0.05574952631659846,0.09673472461401895,0.09096674058080456,0.15217829684210532,0.5472377754553794,0.6108606077730805,0.6108606077730805,0.5028616671667859,0.7421556709081019
ITPKC,0.015611327930054257,-0.017581274293588786,0.17422417080751898,0.20419750293287378,0.9293769666042873,0.9322882944112096,,,0.9774190706300294,0.9705337475279441
ITPR1,0.005082392499632264,0.11884401607875035,0.09102873171084798,0.11844398526801296,0.9559571641299276,0.3282871167563468,,,0.9873754904938037,0.5641470800499224
ITPR2,0.18892567834126398,0.26864238941588225,0.0818811895129821,0.1004663323636211,0.03038166827616005,0.015008208879420969,0.421947465132944,0.421947465132944,0.2866585060027386,0.13523959251440146
ITPR3,-0.10479682528351082,0.11698793423089716,0.19602322720433535,0.16170974540385075,0.5980473145119198,0.4782199652825123,1.0,2.116330899475297,0.8516731119080363,0.6930188306285293
ITPRIP,0.21152660158440417,0.1302270845087636,0.1281408762340324,0.09721057909383277,0.11238337807156394,0.19616715345777747,0.38434653829201765,-0.38434653829201765,0.4485576233575797,0.42991284298140797
ITPRIPL1,0.3902865992685495,0.2106215497747414,0.1992545685001235,0.16494119933694856,0.062377835784125146,0.2170059763101617,0.460341323095707,-0.460341323095707,0.36745180292074064,0.45451618205817007
ITPRIPL2,0.010615505232444306,-0.11761843184144319,0.2788821248080007,0.24399697705219256,0.969964731318137,0.635277554971263,,,0.9913837487891229,0.8011823333106833
ITSN1,0.24726119039508002,0.22946987950668415,0.2788427796507081,0.21235947499547567,0.38439710740505273,0.29341294156293757,0.07195351142639274,-0.07195351142639274,0.727093680400198,0.5327963968565844
ITSN2,0.09091732122600488,0.1058578456330647,0.08337507843192128,0.09726083243147657,0.28680278229990147,0.2900360685963723,,,0.6453852865706096,0.5297529767019752
IVD,0.06918867487024555,0.11900226078170409,0.11481080887757374,0.11856955611418137,0.5526495066414239,0.32815932897582656,,,0.8315679675825911,0.5640351410909198
IVNS1ABP,-0.0009005181267560408,-0.142058716056464,0.15230325436470837,0.1785396318604274,0.9953333891258316,0.4360520595609687,,,0.9986000152693525,0.6578812106973089
IWS1,0.11613345373212658,0.24412769132966222,0.07000380138626228,0.0808128621384777,0.11070046346955677,0.007028556609966722,1.0,1.1021306392279278,0.44656263251487077,0.1037635773032174
IZUMO4,-0.1366972600641641,-0.029764076661904237,0.1312430929409298,0.1718627857645626,0.30844206215348413,0.864337597539188,0.7822628145733621,0.7822628145733621,0.663437725729975,0.9343738955545344
JADE1,-0.1413282150992368,-0.007089332289055768,0.10202936033482443,0.10988251201459587,0.1792887094410393,0.9492322392149241,0.9498378134608307,0.9498378134608307,0.539425517418737,0.9774898381888114
JADE2,-0.07185345964766404,0.01999227634409126,0.16191772337547625,0.1474664693047297,0.6613590968022218,0.8935859238836771,,,0.8782266216249325,0.9490608699448372
JAG1,0.003071848152971675,-0.003033546969438996,0.1847535031441066,0.15505052771470404,0.9868777854056039,0.9845944715375603,,,0.9971065683726823,0.9926748219329061
JAGN1,0.007406485564197695,0.145016671096381,0.08723759508203976,0.07990834681697245,0.9330754662819221,0.08537740789899999,,,0.9785604758477633,0.2827071301192548
JAK1,0.07437175246603614,0.15396625426090074,0.1079574966226557,0.11410961551654959,0.4977782923868218,0.19310629850958205,,,0.7984406020185101,0.42587874985624485
JAK2,0.27239789398233916,0.05519493385352881,0.2162352829741759,0.21577489940045205,0.2204004720260328,0.8008551717785766,0.7973738598099904,-0.7973738598099904,0.5822148656592049,0.898810649333488
JAK3,0.45990234905706845,0.6859048856850317,0.18284635042317965,0.22774824587442027,0.01933246237689475,0.0071737022086163175,0.4914141819265181,0.4914141819265181,0.24576906957860878,0.10465961768286515
JAKMIP1,0.5137239118180545,0.3246899840830233,0.3713288465183048,0.31060599432634617,0.17980158340216168,0.30898195166104186,0.36796793644672965,-0.36796793644672965,0.5401380801419977,0.546791566314539
JAKMIP2,0.0729562463140103,-0.2157542103614593,0.26853637268380454,0.1718447354909058,0.7882910219527254,0.2245124256621508,,,0.9319260260426815,0.4631792179975677
JAM3,-0.010776967858344238,0.4319833572070373,0.19059850907028705,0.17414104050358342,0.9553977640004236,0.022644303770752137,,,0.9873194660208781,0.16151444963505215
JARID2,0.06587769253532141,0.08517515594425729,0.13972757225233948,0.13531913551852273,0.6417451356303103,0.5365575431476404,,,0.8698217426893499,0.7336990434490516
JAZF1,0.3146642272944975,0.010877295254805689,0.1322215843648635,0.1368118406663668,0.025996949731292414,0.9374619747494042,0.9654320564230343,-0.9654320564230343,0.26966554594417824,0.9725307914198499
JDP2,0.10038073746390629,0.019085114309663677,0.35679057612355947,0.37589359235052267,0.780962545593168,0.9600366612967759,0.8098727426013772,-0.8098727426013772,0.9298470471527757,0.9827647311538135
JHDM1D-AS1,0.06708524897251329,-0.0546646997906066,0.14383697131237905,0.18426746741772249,0.6453181131582918,0.7699450440177147,,,0.8713952115558816,0.8816139027537334
JKAMP,0.17832589149619565,0.16317237533074813,0.06952101367407643,0.06533132614213145,0.017308826442387633,0.021850062319919,0.08497653390826201,-0.08497653390826201,0.23818706528488465,0.15921234434331225
JMJD1C,-0.08581870880008219,-0.027529974823245634,0.11412319502407771,0.14110812151038676,0.45968810851280784,0.8473870345694059,,,0.7746839865502038,0.9247739783656986
JMJD4,0.004283187403550197,0.10627605787780425,0.08579508556554649,0.08460410422224851,0.9606144049913152,0.2242857658556078,,,0.9887576383588745,0.463012473206962
JMJD6,0.17432906851816773,0.09002028331475533,0.10583011864013162,0.10991930798947777,0.11310211074799087,0.4229591322192453,0.4836186295266423,-0.4836186295266423,0.44943387115548367,0.647309038016025
JMJD8,-0.07060636777861878,0.039573018644516685,0.09264745722956468,0.09208513693555809,0.4537468156435355,0.6722162732072601,,,0.7712053131153702,0.8246864307984956
JMY,-0.1522999447390252,0.01079630902722746,0.14388885441052565,0.14746051216867176,0.3008381687159551,0.9424003790233086,1.0,1.070888463194964,0.6584278601017699,0.9746394782571216
JOSD1,-0.13771263730447914,-0.10183584432934724,0.10987041711683435,0.12242801299022932,0.22264889802893484,0.41585312922893525,0.2605192499204646,0.2605192499204646,0.5836963282017263,0.6412939211302621
JOSD2,0.2773173971092963,0.2875336153253542,0.12301234233784925,0.09078032547595742,0.033999043419714776,0.005071778233372284,0.0368394421790692,0.0368394421790692,0.2979346248164374,0.09311246491295905
JPX,-0.007253162502934526,0.19756571257264802,0.16817230682838286,0.19360798583162417,0.9659706694399375,0.320337237746117,,,0.990344332107845,0.5570621762366329
JRKL,0.0513960903022562,0.24707427692331943,0.09119359640228746,0.09817218589715952,0.5784851841628151,0.02098562110301259,,,0.8457049657194035,0.15643544553604416
JSRP1,0.10821741929324985,0.1087192193430149,0.2679717276113921,0.3258659869890003,0.6900614314697076,0.7423114177058652,0.004636961896173679,0.004636961896173679,0.889566148823936,0.8680639354016942
JTB,0.11598783020571055,0.1281003381707255,0.0686200509063722,0.0630305924059312,0.10448253024519857,0.05633612468836776,0.10442912798293388,0.10442912798293388,0.43822397410542835,0.23441906496047696
JUN,-0.4766355577142998,-0.42293945334465505,0.22388776485438092,0.2714361900078239,0.044190566405704255,0.1356978035770853,0.11265652236929986,0.11265652236929986,0.3293469765633254,0.3583981571269412
JUNB,-0.3957921680859791,-0.9143171732160371,0.24997611449182366,0.26705638920039765,0.1270034947929437,0.002847676712339582,1.0,-1.3100941527913643,0.4704031949995055,0.08150319339170584
JUND,-0.16480960429859437,-0.3221897250402905,0.18877543643993133,0.19665035083519203,0.3916620725140033,0.11779482408920958,0.954920809448472,-0.954920809448472,0.7317971327551742,0.3309281818022355
JUP,-0.5037292984069652,-1.1158987587800389,0.44439428181174573,0.5390030511547387,0.26867400207207115,0.052293417980931865,1.0,-1.2152746769128746,0.6275926583256599,0.22613705180508303
KALRN,-0.11145256918725446,-0.10436705124368523,0.1077078633402672,0.11462206626168323,0.3115356270952176,0.37394937568546804,0.06357428989963135,0.06357428989963135,0.6654429343787188,0.6079105297286022
KANK1,-0.1240400065308724,0.18098860667753353,0.18652717563363963,0.18231305989740781,0.5126659200859494,0.33331442362213926,1.0,2.459114778686239,0.8069684492312064,0.5693110834866191
KANK3,-0.3669241872106466,-0.38013514584358277,0.17450926159084082,0.1643660602025442,0.04664750704012422,0.03210289863730825,0.036004600114714964,-0.036004600114714964,0.33598985207804544,0.18205030310069759
KANSL1,-0.20276110951599535,-0.1005061137984002,0.12981194457105422,0.1297059906279316,0.13195296316425356,0.44794945441092326,0.5043126660812067,0.5043126660812067,0.47727794168450555,0.6682338120047756
KANSL1-AS1,-0.8746373117405483,-0.4248619801989879,0.4324152273258579,0.5020279887948212,0.0548831925415688,0.40792307755196633,0.5142421041317082,0.5142421041317082,0.3548992777977992,0.6353596932236744
KANSL1L,-0.12484239070630902,-0.14436874559179044,0.14120516526163754,0.16015678795760518,0.38578013860040394,0.3786494044900449,0.1564080499821335,-0.1564080499821335,0.7279758716483361,0.6112356499694533
KANSL2,0.06722063148955998,0.17097299172351718,0.10542286016476199,0.11763951325844665,0.530012640602751,0.16244093389678133,,,0.8180129342166446,0.3900107789811736
KANSL3,0.1339551916354077,0.1773619915673706,0.10417941865731224,0.1044217270648655,0.21130384622417286,0.10572718415805638,0.3240396986636044,0.3240396986636044,0.5748653346130607,0.3142885200718342
KARS,0.09280160547407112,0.18134190732841954,0.09060664638179747,0.10943855911760651,0.31638141972463546,0.11393615695541259,,,0.6704552252587995,0.32537339315655267
KAT2A,-0.020784948446471028,0.18092962156152598,0.12315930676429529,0.1446629475627565,0.8674570824970682,0.2262282001672256,,,0.9593935849805655,0.46465151424971574
KAT2B,0.2323074691600272,0.12227180757639494,0.09829348665372879,0.11451979154032806,0.026935456063106444,0.299038494322811,0.47366389889010907,-0.47366389889010907,0.27277855928315425,0.5381055452256469
KAT5,0.007086790426905624,0.07329458711892665,0.10489037945489188,0.08901888162592782,0.9467168079061267,0.42051832440415127,,,0.9842290762358458,0.6452332641872964
KAT6A,0.05188304371706768,0.20558264229166037,0.11344455188661996,0.13195521765797166,0.6517154193816653,0.13574073282603288,,,0.8731333295945867,0.3584001072286439
KAT6B,-0.03745109758305689,0.13539818935466585,0.13294007506296152,0.1293683022298905,0.7806819109471715,0.3084121256923872,,,0.9296795967404214,0.5461590682923992
KAT7,0.06564496442220777,0.2432772016521203,0.11432504250255593,0.10279124938549038,0.5714087912207483,0.028722003454167866,,,0.8427502778444694,0.17553503931975362
KAT8,-0.09179270289374956,0.08777887877748733,0.1110294895669098,0.11246760294440228,0.4168783576375732,0.4447230269942283,,,0.7488201709682836,0.6656666123706594
KATNA1,0.06075568026747217,0.13016525759279432,0.08700867399828711,0.08566308730038923,0.4920076499644961,0.14510228741282707,,,0.7944218473038284,0.3700755855726837
KATNAL1,0.6630159429782922,0.6710754651383716,0.23198299662277966,0.2463340486292732,0.008896464453419623,0.013465213117543265,0.012155849712867614,0.012155849712867614,0.19582263887031712,0.13012924775716164
KATNB1,0.09714217043722306,0.019734112421955503,0.12004267975795599,0.06189562955748637,0.4266753446707041,0.7533347024087006,,,0.7555640642551976,0.8744351132356285
KATNBL1,-0.031057265837417747,0.0717238573540057,0.09907082348810595,0.10842118626400596,0.7567371623990364,0.5162156377283657,,,0.9200249722285732,0.7205749769501292
KB-1460A1.5,-0.20611336675479844,-0.05677496353709824,0.1383646765981066,0.16213660781895056,0.14990543932146536,0.7300649575193882,0.7245449704160126,0.7245449704160126,0.501273721668955,0.8608330619252512
KB-1507C5.2,0.054205457396100894,0.16940571777226263,0.10324932120898514,0.10890873169274333,0.6046104667008485,0.1363309179055185,,,0.8538466464098253,0.35906029169866566
KB-1732A1.1,0.2867568790912185,0.20184267289873759,0.09031209863025513,0.115198994614506,0.004221548926236465,0.09587712685021164,0.29611916011078276,-0.29611916011078276,0.15719170303241387,0.29963867851668186
KB-1980E6.3,0.3589801011995891,0.18605351571611742,0.17848406755695337,0.21726896975819615,0.05615848989045293,0.40248754613414794,0.4817163539305104,-0.4817163539305104,0.35939793067673015,0.6310849907430902
KB-226F1.1,-0.1488652211923506,-0.2283152950633588,0.16401724978884305,0.20857549033829692,0.37349134851688837,0.2873571447947442,0.5337047379814105,-0.5337047379814105,0.7155072357845564,0.5268214321236978
KB-431C1.4,-0.2427903722140002,-0.3020009895195832,0.17345321556608928,0.19299832463990527,0.17493370804015973,0.13413651492267792,0.24387547482069674,-0.24387547482069674,0.5335970988220328,0.35613502093690186
